187.40307679292823	787
184.1781462373727	796
183.33198882996527	796
182.56370179292824	798
182.5217110521875	797
182.04967401515046	799
182.01230132996528	800
176.77668790403933	813
173.20401429292824	829
170.69507910774306	834
168.74467401515045	847
165.6021161447801	853
164.5398707744097	856
163.152104570706	858
160.49562308922452	866
160.2490258670023	867
158.29684994107637	873
125.52167632996527	984
125.41816938552083	984
119.9767110521875	1003
56.33173420033565	1184
55.317255033668985	1186
